order_id;date;time;user_id;name;course_id;course_name;payment_method;item_price;discount;total_amount
ID-2022-117723;08/15/22;19:36:00;DL-13495;Dionis Lloyd;CAMP-004-006-002;Yakinkan Audiensmu dengan Storytelling;Alfamidi;264221;0.2;211377
OC-2020-143238;09/06/2020;15:18:00;LO-17170;Lori Olson;CAMP-004-000-084;Eksplorasi Tableau Server dan Tableau Online untuk Para Analis Data;Bank BRI;240776;0;240776
OC-2020-168746;01/27/20;22:33:00;SV-20365;Seth Vernon;CAMP-001-000-040;Belajar Dasar-dasar Digital dan Social Media Marketing;Alfamidi;288732;0.3;202112
OC-2020-168746;01/27/20;07:24:00;SV-20365;Seth Vernon;CAMP-003-001-074;Fundamental dan Permodelan Analisis Finansial;JCB;312887;0.4;187732
OC-2020-168746;01/27/20;18:09:00;SV-20365;Seth Vernon;CAMP-003-005-086;Kelas Pelatihan Keuangan untuk para Analis Finansial;Bank BRI;269423;0.4;161654
OC-2020-113404;07/16/20;14:50:00;EM-13810;Eleni McCrary;CAMP-002-002-063;Analisis Data dengan Excel;Alfamidi;391076;0.2;312861
OC-2020-113404;07/16/20;11:33:00;EM-13810;Eleni McCrary;CAMP-004-000-077;Tingkatkan Kemampuan di Pemodelan dan Teknik Analis Bisnis;Go-Pay;239390;0.2;191512
OC-2021-144792;04/30/21;09:23:00;KD-16615;Ken Dana;CAMP-004-003-093;Kunci Tampil dan Berbicara di Depan Publik sebagai Profesional;BSI;248231;0.2;198585
OC-2019-164385;09/26/19;15:34:00;NB-18580;Nicole Brennan;CAMP-002-001-017;Analisis Data menggunakan R;Danamon;436642;0.2;349314
ID-2021-114174;09/08/2021;13:41:00;AP-10720;Anne Pryor;CAMP-003-002-095;Kuasai Ms. Excel untuk Analisis Finansial ;BNI;266872;0;266872
ID-2021-114174;09/08/2021;11:48:00;AP-10720;Anne Pryor;CAMP-004-000-005;Yakinkan Audiensmu dengan Storytelling;OVO;260937;0;260937
OC-2022-108070;04/16/22;14:12:00;JE-15745;Joel Eaton;CAMP-001-002-047;Menjadi Ahli Pemasaran dengan Data-Driven;Dan Dan;316390;0;316390
OC-2022-108070;04/16/22;15:11:00;JE-15745;Joel Eaton;CAMP-004-002-000;Membuat Dashboard HR menggunakan Tableau Desktop;OVO;256071;0.15;217660
ID-2020-128090;08/16/20;11:46:00;JM-15865;John Murray;CAMP-004-002-099;Storytelling untuk Bisnis;Bank BRI;268230;0.2;214584
ID-2020-128090;08/16/20;19:42:00;JM-15865;John Murray;CAMP-003-000-059;Pondasi Finansial untuk Pemula;Alfaexpress;273848;0.2;219079
ID-2020-128090;08/16/20;18:23:00;JM-15865;John Murray;CAMP-003-000-070;Bisnis Bank 101;Go-Pay;327597;0.2;262078
ID-2020-128090;08/16/20;17:32:00;JM-15865;John Murray;CAMP-004-001-094;Presentasikan Hasilmu Secara Jelas, Powerful, dan Meyakinkan.;Mandiri;248785;0.2;199028
OC-2022-101042;11/19/22;19:23:00;AB-10105;Adrian Barton;CAMP-001-004-028;Analisis Marketing dan Manajemen Bisnis Retail;JCB;405116;0;405116
OC-2022-101042;11/19/22;08:13:00;AB-10105;Adrian Barton;CAMP-002-002-082;Dasar-dasar dalam Membuat Website Menggunakan CSS;American Express;392632;0;392632
OC-2021-155439;09/14/21;16:56:00;PN-18775;Parhena Norris;CAMP-002-006-069;MySQL untuk Statistika dan Analisa Bisnis;BNI;458598;0;458598
OC-2021-118626;08/15/21;17:52:00;JC-15775;John Castell;CAMP-004-002-016;Data Cleaning dan Preprocessing dengan R;Bank BRI;263697;0.2;210957
OC-2020-111458;09/26/20;10:47:00;PF-19165;Philip Fox;CAMP-004-003-048;Mempelajari Pentingnya Bisnis Analis di Teknik Informatika;Bank BRI;273042;0;273042
ID-2021-126844;10/08/2021;16:43:00;BW-11110;Bart Watters;CAMP-004-009-058;Data Warehouse dan Business Intelligence bagi para Manajer;BNI;252569;0.6;101027
ID-2020-112508;03/24/20;11:38:00;BP-11185;Ben Peterman;CAMP-004-002-005;Membersihkan dan Memanipulasi Data menggunakan Excel ;Alfamidi;;0.2;204162
OC-2020-147788;05/31/20;10:08:00;TM-21010;Tamara Manning;CAMP-002-009-022;Mendesain Web dengan CSS ;American Express;457323;0;457323
OC-2020-147788;05/31/20;11:35:00;TM-21010;Tamara Manning;CAMP-004-003-072;Strategi Menghadapi Difficult People di Dunia Kerja;Lawson;273379;0;273379
OC-2020-147788;05/31/20;16:58:00;TM-21010;Tamara Manning;CAMP-001-005-063;Sukses Membuat Content Marketing untuk pengguna TikTok;Alfaexpress;375659;0;375659
OC-2020-144288;12/25/20;08:30:00;MB-17305;Maria Bertelson;CAMP-002-008-038;Analisis Segmentasi Pelanggan menggunakan Python ;BCA;509077;0.2;407262
OC-2020-144288;12/25/20;13:35:00;MB-17305;Maria Bertelson;CAMP-003-007-064;Kelas Pelatihan untuk menjadi Manajer Keuangan ;Go-Pay;286991;0.2;229593
OC-2020-110632;03/17/20;21:36:00;HR-14830;Harold Ryan;CAMP-001-008-093;Fundamental Copywriting untuk Pemula;American Express;;0;331790
OC-2020-110632;03/17/20;15:44:00;HR-14830;Harold Ryan;CAMP-002-008-038;Analisis Segmentasi Pelanggan menggunakan Python ;Bank BRI;;0;509077
OC-2022-109589;12/21/22;10:02:00;BD-11635;Brian Derr;CAMP-002-009-010;Statistika untuk Analisis Bisnis dan Sains Data;Danamon;547352;0;547352
OC-2022-123967;11/01/2022;20:45:00;SF-20200;Sarah Foster;CAMP-004-001-018;Seni Storytelling dalam Komunikasi dan Presentasi;BNI;243082;0.2;194465
OC-2022-123967;11/01/2022;08:09:00;SF-20200;Sarah Foster;CAMP-002-003-035;Menganalisis Data menggunakan SQL di Google Big Query;BSI;600894;0;600894
OC-2022-148929;09/07/2022;15:13:00;SP-20620;Stefania Perrino;CAMP-002-001-017;Analisis Data menggunakan R;BCA;436642;0;436642
OC-2022-134404;12/27/22;08:41:00;DR-12880;Dan Reichenbach;CAMP-004-003-072;Strategi Menghadapi Difficult People di Dunia Kerja;Bank BRI;273379;0.4;164028
OC-2022-134404;12/27/22;11:20:00;DR-12880;Dan Reichenbach;CAMP-001-008-023;SEO 101;Alfamidi;367606;0.2;294085
OC-2022-109778;07/16/22;10:47:00;VM-21685;Valerie Mitchum;CAMP-001-009-059;Perkenalan Marketing dan Iklan Facebook ;BNI;350969;0.2;280775
OC-2021-155845;08/12/2021;07:40:00;CM-12235;Chris McAfee;CAMP-003-009-001;Dasar-dasar Keuangan Pribadi;Alfaexpress;286675;0.2;229340
OC-2022-145128;07/09/2022;12:09:00;SM-20320;Sean Miller;CAMP-001-000-001;Strategi Online Marketing: Bagaimana cara mendapatkan lebih banyak trafik?;OVO;344433;0;344433
OC-2019-129091;11/22/19;18:32:00;RA-19885;Ruben Ausman;CAMP-001-003-026;Konversi Followersmu menjadi Paying Customers;Alfamidi;404269;0;404269
OC-2019-129091;11/22/19;22:05:00;RA-19885;Ruben Ausman;CAMP-001-009-071;Menempati peringkat #1 dengan Mastering Keyword Reasearch ;BNI;289730;0;289730
OC-2019-129091;11/22/19;14:52:00;RA-19885;Ruben Ausman;CAMP-001-005-063;Sukses Membuat Content Marketing untuk pengguna TikTok;Alfamart;375659;0;375659
OC-2019-129091;11/22/19;17:24:00;RA-19885;Ruben Ausman;CAMP-002-007-028;Analisis Marketing menggunakan Python;BNI;435239;0;435239
ID-2019-155502;01/26/19;09:38:00;SD-20485;Shirley Daniels;CAMP-004-003-093;Kunci Tampil dan Berbicara di Depan Publik sebagai Profesional;Mandiri;248231;0;248231
ID-2019-155502;01/26/19;22:54:00;SD-20485;Shirley Daniels;CAMP-002-007-033;Pemodelan Basis Data dengan PostgreSQL dan Golang;Mandiri;538005;0;538005
ID-2019-155502;01/26/19;07:47:00;SD-20485;Shirley Daniels;CAMP-003-006-021;Belajar Menganalisis Saham untuk Pemula;Danamon;293666;0;293666
ID-2019-155502;01/26/19;08:15:00;SD-20485;Shirley Daniels;CAMP-003-006-006;Belajar Inovasi pada Digital Banking;BSI;255990;0;255990
ID-2019-155502;01/26/19;21:59:00;SD-20485;Shirley Daniels;CAMP-004-002-000;Membuat Dashboard HR menggunakan Tableau Desktop;BSI;256071;0;256071
ID-2019-155502;01/26/19;14:30:00;SD-20485;Shirley Daniels;CAMP-002-009-010;Statistika untuk Analisis Bisnis dan Sains Data;BSI;547352;0;547352
ID-2019-155502;01/26/19;13:52:00;SD-20485;Shirley Daniels;CAMP-004-003-093;Kunci Tampil dan Berbicara di Depan Publik sebagai Profesional;BCA;248231;0;248231
OC-2020-121041;11/03/2020;08:05:00;CS-12250;Chris Selesnick;CAMP-002-000-044;Analisis Data menggunakan Pandas;OVO;533810;0.2;427048
OC-2022-131695;06/30/22;07:18:00;RA-19285;Ralph Arnett;CAMP-003-005-086;Kelas Pelatihan Keuangan untuk para Analis Finansial;Mandiri;269423;0;269423
OC-2022-131695;06/30/22;07:23:00;RA-19285;Ralph Arnett;CAMP-003-006-006;Belajar Inovasi pada Digital Banking;Lawson;255990;0;255990
OC-2021-137729;05/05/2021;17:48:00;BF-11005;Barry Franz;CAMP-004-003-028;Penerapan Teknik Data Cleaning di Sains Data Melalui Python;Alfaexpress;245986;0;245986
OC-2021-137729;05/05/2021;16:43:00;BF-11005;Barry Franz;CAMP-004-000-098;Optimalisasi Rekrut Pegawai Terbaik dengan Teknik Wawancara;Alfaexpress;248526;0.2;198821
ID-2021-115455;09/08/2021;20:08:00;SE-20110;Sanjit Engle;CAMP-004-006-087;Tingkatkan Kemampuan Menjual dengan Value Product;Bank BRI;243554;0.6;97422
ID-2021-115455;09/08/2021;11:12:00;SE-20110;Sanjit Engle;CAMP-001-005-060;TIngkatkan Sales Bisnismu dengan Meningkatkan Pertumbuhan Followers;Alfamart;269219;0.5;134609
OC-2022-128300;11/24/22;19:38:00;RS-19765;Roland Schwarz;CAMP-005-007-019;Dasar-dasar Google Sheet untuk Pemula;BSI;306249;0;306249
OC-2022-128300;11/24/22;08:38:00;RS-19765;Roland Schwarz;CAMP-002-002-063;Analisis Data dengan Excel;BSI;391076;0;391076
OC-2022-149048;05/13/22;16:46:00;BM-11650;Brian Moss;CAMP-001-003-027;Social Media Marketing;BCA;328520;0;328520
OC-2022-149048;05/13/22;16:22:00;BM-11650;Brian Moss;CAMP-004-002-022;Bagaimana Bercerita Menggunakan Data?;BCA;246415;0;246415
OC-2022-149048;05/13/22;22:01:00;BM-11650;Brian Moss;CAMP-004-003-048;Mempelajari Pentingnya Bisnis Analis di Teknik Informatika;American Express;273042;0;273042
OC-2022-149048;05/13/22;22:50:00;BM-11650;Brian Moss;CAMP-004-005-088;Bagaimana cara berkomunikasi yang efektif?;Lawson;247612;0;247612
OC-2022-149048;05/13/22;16:16:00;BM-11650;Brian Moss;CAMP-002-002-082;Dasar-dasar dalam Membuat Website Menggunakan CSS;Go-Pay;392632;0;392632
OC-2022-108553;04/23/22;17:51:00;SK-19990;Sally Knutson;CAMP-005-007-019;Dasar-dasar Google Sheet untuk Pemula;Mandiri;306249;0;306249
OC-2022-108553;04/23/22;07:24:00;SK-19990;Sally Knutson;CAMP-002-007-028;Analisis Marketing menggunakan Python;Mandiri;435239;0;435239
OC-2021-165848;06/04/2021;17:36:00;EN-13780;Edward Nazzal;CAMP-001-003-025;Manajemen dan Marketing Social Media ;Mandiri;313526;0;313526
OC-2021-165848;06/04/2021;13:11:00;EN-13780;Edward Nazzal;CAMP-001-005-077;Fundamental Copywriting untuk Pemula;Mandiri;291729;0;291729
OC-2021-165848;06/04/2021;14:01:00;EN-13780;Edward Nazzal;CAMP-002-006-069;MySQL untuk Statistika dan Analisa Bisnis;BCA;458598;0.2;366878
OC-2021-165848;06/04/2021;13:27:00;EN-13780;Edward Nazzal;CAMP-002-001-033;Python untuk Sains Data;BSI;615773;0;615773
OC-2019-112718;12/16/19;14:42:00;KN-16450;Kean Nguyen;CAMP-001-003-014;Pemasaran di Instagram menggunakan Hashtags, Live, Stories, dan Ads;BCA;357180;0.7;107154
OC-2021-154053;03/04/2021;17:46:00;MG-17890;Michael Granlund;CAMP-004-002-016;Data Cleaning dan Preprocessing dengan R;Mandiri;263697;0;263697
OC-2019-127446;11/25/19;07:08:00;MC-17590;Matt Collister;CAMP-004-001-018;Seni Storytelling dalam Komunikasi dan Presentasi;Alfamart;243082;0.2;194465
OC-2019-127446;11/25/19;13:11:00;MC-17590;Matt Collister;CAMP-004-003-060;Sales 101;Alfaexpress;253274;0.2;202619
OC-2019-127446;11/25/19;15:33:00;MC-17590;Matt Collister;CAMP-004-000-077;Tingkatkan Kemampuan di Pemodelan dan Teknik Analis Bisnis;OVO;239390;0.3;167573
OC-2019-127446;11/25/19;15:54:00;MC-17590;Matt Collister;CAMP-003-003-092;Finance 101;BNI;279696;0.2;223757
OC-2019-127446;11/25/19;11:08:00;MC-17590;Matt Collister;CAMP-005-002-079;Bekerja menggunakan Formula dan Functions di Google Sheet;OVO;302148;0.2;241718
OC-2019-127446;11/25/19;19:58:00;MC-17590;Matt Collister;CAMP-004-003-060;Sales 101;OVO;253274;0.6;101309
OC-2021-137204;04/28/21;09:21:00;BO-11350;Bill Overfelt;CAMP-001-005-077;Fundamental Copywriting untuk Pemula;Lawson;291729;0.2;233384
OC-2019-147298;04/26/19;08:17:00;AG-10300;Aleksandra Gannaway;CAMP-004-001-062;Konsep Data Warehouse basis Cloud;OVO;262108;0.2;209686
OC-2019-147298;04/26/19;21:56:00;AG-10300;Aleksandra Gannaway;CAMP-004-009-049;Analisis Data HR dengan Python;Alfaexpress;247272;0.2;197817
OC-2022-147942;04/01/2022;19:55:00;MS-17365;Maribeth Schnelling;CAMP-001-003-027;Social Media Marketing;BNI;328520;0;328520
OC-2022-147942;04/01/2022;17:16:00;MS-17365;Maribeth Schnelling;CAMP-001-009-071;Menempati peringkat #1 dengan Mastering Keyword Reasearch ;Danamon;289730;0.2;231784
OC-2022-115931;12/22/22;17:02:00;JM-15655;Jim Mitchum;CAMP-002-002-031;Mulai Karirmu dalam Analisis Data dengan SQL ;Alfaexpress;412477;0;412477
OC-2022-115931;12/22/22;19:03:00;JM-15655;Jim Mitchum;CAMP-004-006-016;Mempelajari Dasar MySQL untuk Business Intelligence;Alfamidi;245811;0.2;196649
OC-2022-115931;12/22/22;22:57:00;JM-15655;Jim Mitchum;CAMP-002-007-021;Dasar-dasar Bahasa Pemrograman Java Bagi Pemula;Go-Pay;512460;0;512460
OC-2022-115931;12/22/22;18:32:00;JM-15655;Jim Mitchum;CAMP-004-001-094;Presentasikan Hasilmu Secara Jelas, Powerful, dan Meyakinkan.;Mandiri;248785;0;248785
OC-2019-164861;12/03/2019;16:23:00;MC-17635;Matthew Clasen;CAMP-002-003-044;Dasar-dasar Machine Learning dan Data Science;BSI;645602;0;645602
OC-2022-127180;10/22/22;22:23:00;TA-21385;Tom Ashbrook;CAMP-003-002-045;Belajar Menganalisis Proses Kredit pada Bank;Lawson;316898;0.2;253518
OC-2022-127180;10/22/22;13:58:00;TA-21385;Tom Ashbrook;CAMP-005-002-079;Bekerja menggunakan Formula dan Functions di Google Sheet;Bank BRI;302148;0;302148
OC-2022-127180;10/22/22;10:57:00;TA-21385;Tom Ashbrook;CAMP-001-003-026;Konversi Followersmu menjadi Paying Customers;American Express;404269;0;404269
OC-2022-127180;10/22/22;10:31:00;TA-21385;Tom Ashbrook;CAMP-002-002-084;Basic: Python untuk Pemula;BCA;599596;0;599596
ID-2022-165344;11/13/22;12:21:00;SB-20290;Sean Braxton;CAMP-001-004-028;Analisis Marketing dan Manajemen Bisnis Retail;Danamon;405116;0.2;324092
ID-2022-165344;11/13/22;09:34:00;SB-20290;Sean Braxton;CAMP-003-002-045;Belajar Menganalisis Proses Kredit pada Bank;Bank BRI;316898;0.7;95069
ID-2022-165344;11/13/22;08:10:00;SB-20290;Sean Braxton;CAMP-003-003-092;Finance 101;Bank BRI;279696;0.7;83909
OC-2020-168186;09/10/2020;22:11:00;AB-10150;Aimee Bixby;CAMP-001-003-026;Konversi Followersmu menjadi Paying Customers;Danamon;404269;0;404269
ID-2022-110604;05/15/22;07:09:00;JF-15295;Jason Fortune-;CAMP-002-007-021;Dasar-dasar Bahasa Pemrograman Java Bagi Pemula;Bank BRI;512460;0;512460
ID-2022-110604;05/15/22;16:02:00;JF-15295;Jason Fortune-;CAMP-005-007-064;Business Intelligence dengan Microsoft Power BI Desktop ;Danamon;299473;0.2;239578
ID-2022-110604;05/15/22;11:02:00;JF-15295;Jason Fortune-;CAMP-004-006-087;Tingkatkan Kemampuan Menjual dengan Value Product;Bank BRI;243554;0.2;194843
OC-2020-116750;07/05/2020;07:25:00;BF-10975;Barbara Fisher;CAMP-001-000-001;Strategi Online Marketing: Bagaimana cara mendapatkan lebih banyak trafik?;Alfamart;344433;0.2;275547
OC-2020-116750;07/05/2020;22:32:00;BF-10975;Barbara Fisher;CAMP-002-009-022;Mendesain Web dengan CSS ;BNI;457323;0.7;137197
OC-2020-162369;08/15/20;15:45:00;TT-21265;Tim Taslimi;CAMP-005-005-086;Kuasai Ms. Excel untuk Analisis Finansial ;Master Card;311311;0;311311
OC-2022-108441;06/12/2022;20:56:00;SB-20170;Sarah Bern;CAMP-003-006-006;Belajar Inovasi pada Digital Banking;Bank BRI;255990;0;255990
OC-2022-108441;06/12/2022;19:33:00;SB-20170;Sarah Bern;CAMP-001-002-053;Tingkatkan Kemampuan Content Writing untuk Web dan Marketing ;Alfaexpress;312108;0.2;249687
OC-2022-108441;06/12/2022;15:41:00;SB-20170;Sarah Bern;CAMP-005-000-097;Kelas Perencanaan dan Prediksi Finansial menggunakan Excel;OVO;294236;0;294236
OC-2022-108441;06/12/2022;09:40:00;SB-20170;Sarah Bern;CAMP-002-002-082;Dasar-dasar dalam Membuat Website Menggunakan CSS;Bank BRI;392632;0.1;353369
OC-2020-169740;02/20/20;12:54:00;LM-17065;Liz MacKendrick;CAMP-004-003-093;Kunci Tampil dan Berbicara di Depan Publik sebagai Profesional;OVO;248231;0;248231
OC-2021-124051;12/29/21;13:22:00;KA-16525;Kelly Andreada;CAMP-004-001-062;Konsep Data Warehouse basis Cloud;Bank BRI;262108;0.2;209686
OC-2021-149111;04/17/21;09:45:00;BF-11170;Ben Ferrer;CAMP-001-001-014;Perkenalan Marketing dan Iklan Facebook ;American Express;450498;0.2;360398
OC-2021-149111;04/17/21;18:03:00;BF-11170;Ben Ferrer;CAMP-001-008-056;Pelajari Dasar-dasar Content Writing;OVO;332363;0.2;265890
OC-2019-131002;09/07/2019;10:32:00;TB-21400;Tom Boeckenhauer;CAMP-002-008-002;Cara Termudah Mempelajari SQL ;Alfamart;509805;0;509805
OC-2019-131002;09/07/2019;07:37:00;TB-21400;Tom Boeckenhauer;CAMP-003-009-001;Dasar-dasar Keuangan Pribadi;Alfamidi;286675;0;286675
OC-2019-131002;09/07/2019;10:46:00;TB-21400;Tom Boeckenhauer;CAMP-001-009-071;Menempati peringkat #1 dengan Mastering Keyword Reasearch ;BCA;289730;0;289730
OC-2019-131002;09/07/2019;07:09:00;TB-21400;Tom Boeckenhauer;CAMP-002-007-028;Analisis Marketing menggunakan Python;BSI;435239;0;435239
OC-2019-131002;09/07/2019;22:10:00;TB-21400;Tom Boeckenhauer;CAMP-002-001-017;Analisis Data menggunakan R;Dan Dan;436642;0;436642
ID-2021-146794;09/26/21;10:54:00;SH-19975;Sally Hughsby;CAMP-001-009-074;TIngkatkan Sales Bisnismu dengan Content yang Viral dan Menaikkan Pertumbuhan Followers;Alfamidi;401973;0.15;341677
OC-2022-112515;09/17/22;12:02:00;AS-10225;Alan Schoenberger;CAMP-004-009-058;Data Warehouse dan Business Intelligence bagi para Manajer;Danamon;252569;0.2;202055
OC-2022-112515;09/17/22;16:52:00;AS-10225;Alan Schoenberger;CAMP-004-001-062;Konsep Data Warehouse basis Cloud;Mandiri;262108;0.2;209686
OC-2022-112515;09/17/22;18:25:00;AS-10225;Alan Schoenberger;CAMP-003-005-086;Kelas Pelatihan Keuangan untuk para Analis Finansial;Mandiri;269423;0;269423
OC-2022-112515;09/17/22;07:43:00;AS-10225;Alan Schoenberger;CAMP-002-003-079;Machine Learning menggunakan Python dan R;BCA;591822;0;591822
OC-2022-112515;09/17/22;18:00:00;AS-10225;Alan Schoenberger;CAMP-002-003-044;Dasar-dasar Machine Learning dan Data Science;Danamon;645602;0.2;516482
OC-2022-112515;09/17/22;20:19:00;AS-10225;Alan Schoenberger;CAMP-005-007-065;Membangun Dashboard di Google Data Studio;BNI;296615;0;296615
OC-2022-112515;09/17/22;07:39:00;AS-10225;Alan Schoenberger;CAMP-001-006-058;Periklanan dan Pemasaran Tiktok 101;Mandiri;328015;0;328015
OC-2021-150343;08/16/21;17:50:00;PK-19075;Pete Kriz;CAMP-004-003-093;Kunci Tampil dan Berbicara di Depan Publik sebagai Profesional;Master Card;248231;0;248231
OC-2020-135538;12/24/20;12:51:00;HR-14830;Harold Ryan;CAMP-005-007-065;Membangun Dashboard di Google Data Studio;Danamon;296615;0.2;237292
OC-2022-123372;11/28/22;21:56:00;DG-13300;Deirdre Greer;CAMP-002-004-053;Optimalisasi Bisnis Menggunakan Teknik Integrasi Data ;OVO;433769;0;433769
OC-2022-123372;11/28/22;14:55:00;DG-13300;Deirdre Greer;CAMP-004-004-042;Fundamental Analis Bisnis;OVO;241332;0;241332
OC-2022-159604;04/14/22;19:31:00;CL-12700;Craig Leslie;CAMP-002-001-017;Analisis Data menggunakan R;Alfamidi;436642;0;436642
OC-2021-164784;05/01/2021;10:40:00;HF-14995;Herbert Flentye;CAMP-001-000-001;Strategi Online Marketing: Bagaimana cara mendapatkan lebih banyak trafik?;Alfaexpress;344433;0.2;275547
OC-2021-164784;05/01/2021;08:09:00;HF-14995;Herbert Flentye;CAMP-004-003-028;Penerapan Teknik Data Cleaning di Sains Data Melalui Python;BSI;245986;0.4;147591
OC-2021-164784;05/01/2021;07:21:00;HF-14995;Herbert Flentye;CAMP-001-000-047;Tingkatkan Promosi dan Pertumbuhan Instagram Bisnismu;Alfamidi;283775;0.7;85133
OC-2021-111794;10/01/2021;20:20:00;HG-15025;Hunter Glantz;CAMP-003-008-062;Kelas Perencanaan dan Prediksi Finansial menggunakan Excel;Bank BRI;317250;0.2;253800
OC-2021-111794;10/01/2021;09:20:00;HG-15025;Hunter Glantz;CAMP-003-009-001;Dasar-dasar Keuangan Pribadi;BSI;286675;0.2;229340
ID-2020-139759;08/25/20;22:16:00;NL-18310;Nancy Lomonaco;CAMP-002-007-033;Pemodelan Basis Data dengan PostgreSQL dan Golang;Go-Pay;538005;0.2;430404
ID-2020-139759;08/25/20;14:40:00;NL-18310;Nancy Lomonaco;CAMP-001-001-046;Kenali Strategi SEO & Social Media Marketing;Lawson;305167;0;305167
OC-2019-126403;09/09/2019;17:42:00;RR-19525;Rick Reed;CAMP-002-008-038;Analisis Segmentasi Pelanggan menggunakan Python ;BNI;509077;0;509077
OC-2019-126403;09/09/2019;19:58:00;RR-19525;Rick Reed;CAMP-002-006-069;MySQL untuk Statistika dan Analisa Bisnis;Bank BRI;458598;0;458598
OC-2019-126403;09/09/2019;18:38:00;RR-19525;Rick Reed;CAMP-002-004-065;Analisis dan Visualisasi data dengan Python;BSI;522584;0;522584
OC-2019-126403;09/09/2019;14:03:00;RR-19525;Rick Reed;CAMP-002-004-085;Fundamental Probability dan Statistics;Bank BRI;517565;0;517565
OC-2022-136875;12/03/2022;21:57:00;TC-21295;Toby Carlisle;CAMP-004-009-049;Analisis Data HR dengan Python;BCA;247272;0;247272
OC-2022-132185;11/27/22;08:30:00;DB-13615;Doug Bickford;CAMP-004-009-049;Analisis Data HR dengan Python;Bank BRI;247272;0.2;197817
OC-2022-132185;11/27/22;22:57:00;DB-13615;Doug Bickford;CAMP-001-000-001;Strategi Online Marketing: Bagaimana cara mendapatkan lebih banyak trafik?;Mandiri;344433;0.2;275547
ID-2019-160780;06/21/19;12:29:00;SV-20785;Stewart Visinsky;CAMP-005-004-071;Menyusun Laporan dan Visualisasi Data menggunakan Google Data Studio;Alfamart;300275;0.7;90083
ID-2019-160780;06/21/19;22:49:00;SV-20785;Stewart Visinsky;CAMP-004-002-099;Storytelling untuk Bisnis;American Express;268230;0.7;80469
OC-2022-127026;01/21/22;18:31:00;MH-18115;Mick Hernandez;CAMP-002-008-002;Cara Termudah Mempelajari SQL ;Mandiri;509805;0;509805
OC-2022-127026;01/21/22;13:38:00;MH-18115;Mick Hernandez;CAMP-002-002-084;Basic: Python untuk Pemula;BSI;599596;0;599596
OC-2022-127026;01/21/22;17:11:00;MH-18115;Mick Hernandez;CAMP-002-007-021;Dasar-dasar Bahasa Pemrograman Java Bagi Pemula;BCA;512460;0;512460
OC-2022-127026;01/21/22;08:35:00;MH-18115;Mick Hernandez;CAMP-002-001-033;Python untuk Sains Data;BNI;615773;0.1;554195
OC-2022-127026;01/21/22;17:28:00;MH-18115;Mick Hernandez;CAMP-004-002-099;Storytelling untuk Bisnis;Mandiri;268230;0;268230
OC-2022-137085;06/29/22;10:17:00;CT-11995;Carol Triggs;CAMP-004-009-049;Analisis Data HR dengan Python;BCA;247272;0.2;197817
OC-2021-133123;09/06/2021;07:01:00;KB-16315;Karl Braun;CAMP-004-001-062;Konsep Data Warehouse basis Cloud;BSI;262108;0.2;209686
OC-2021-133123;09/06/2021;22:13:00;KB-16315;Karl Braun;CAMP-005-005-086;Kuasai Ms. Excel untuk Analisis Finansial ;JCB;311311;0.7;93393
ID-2021-128195;08/04/2021;19:19:00;RA-19285;Ralph Arnett;CAMP-002-002-084;Basic: Python untuk Pemula;Dan Dan;599596;0.8;119919
OC-2020-153220;11/12/2020;14:53:00;YC-21895;Yoseph Carroll;CAMP-002-004-085;Fundamental Probability dan Statistics;Bank BRI;517565;0;517565
OC-2019-123064;06/30/19;17:44:00;RA-19915;Russell Applegate;CAMP-001-002-047;Menjadi Ahli Pemasaran dengan Data-Driven;Danamon;316390;0.2;253112
OC-2022-156412;12/04/2022;09:46:00;CM-12160;Charles McCrossin;CAMP-002-006-072;Mempelajari Dasar MySQL untuk Business Intelligence;Mandiri;374303;0.7;112291
ID-2021-144211;08/28/21;22:40:00;CS-12130;Chad Sievert;CAMP-001-002-069;Kiat menjadi penulis sukses Web Content;Mandiri;405165;0.2;324132
ID-2021-144211;08/28/21;18:32:00;CS-12130;Chad Sievert;CAMP-001-009-071;Menempati peringkat #1 dengan Mastering Keyword Reasearch ;BSI;289730;0.2;231784
OC-2021-138079;01/22/21;07:10:00;AJ-10795;Anthony Johnson;CAMP-004-006-055;Mempelajari Dasar MySQL untuk Business Intelligence;BSI;247283;0;247283
OC-2019-143182;10/15/19;17:00:00;DL-12865;Dan Lawera;CAMP-004-004-011;Bagaimana Cara Membuat Konsumenmu Terkesan?;BNI;254455;0.2;203564
OC-2021-161662;02/07/2021;09:55:00;BE-11410;Bobby Elias;CAMP-004-003-048;Mempelajari Pentingnya Bisnis Analis di Teknik Informatika;BNI;273042;0.2;218433
OC-2019-145317;03/18/19;12:47:00;SM-20320;Sean Miller;CAMP-004-001-018;Seni Storytelling dalam Komunikasi dan Presentasi;Lawson;243082;0.5;121541
OC-2019-145317;03/18/19;22:53:00;SM-20320;Sean Miller;CAMP-002-000-077;Advanced JavaScript;BCA;614999;0.5;307499
OC-2019-145317;03/18/19;12:20:00;SM-20320;Sean Miller;CAMP-004-000-005;Yakinkan Audiensmu dengan Storytelling;Mandiri;260937;0.2;208750
OC-2019-145317;03/18/19;07:32:00;SM-20320;Sean Miller;CAMP-004-000-084;Eksplorasi Tableau Server dan Tableau Online untuk Para Analis Data;Mandiri;240776;0.2;192620
